Golpata Extraction Capacity,Catching Capacity Mangrove,Catching Capacity Household,Crop Production Capacity,Mangrove Fishers in Loan,Household Fishers in Loan,Farmers in Loan,Golpata Stock,Current Bawali Count
43.507322484192535,3.2658676462973535,2.670352143887951,2.5206935774345722,0,0,4,107102.05234651658,157
78.97309001643752,3.0660397209833534,2.6533589110824067,1.7078645153134702,0,0,24,99021.4027164984,300
131.87141739817676,2.8736567643751925,2.6308493418435757,1.7622497704004803,0,0,43,88600.6930948425,213
181.3422460139425,2.70779843137495,2.619799229017964,1.3271539927235474,0,1,69,78119.69387697011,300
600.0990223537622,2.5678340403115554,2.5928893472164636,1.3917195494120758,1,1,55,66138.64199343797,248
718.8958646574986,2.470538592568573,2.5684858331982934,1.1902557655216666,2,1,51,54086.85959107024,300
-3003.023021675369,2.3923411421842458,2.5518353788738626,1.222271094514854,2,1,20,54565.31953442181,278
-779.3932049478292,2.3443214144752527,2.5358183869414086,1.1904657714215405,5,1,13,55042.659586957,288
-326.8661687636539,2.322956801591778,2.5300622827291503,1.2149287389564143,9,1,9,55687.32778802159,279
-208.79885153391842,2.30440317082749,2.5255008238749226,1.1984051176090558,17,1,20,56855.877558298205,279
-133.84309899558204,2.2888671925950335,2.5194671684216714,1.1873628257637132,25,1,36,58448.92573512294,270
-99.71506894925571,2.276678721929223,2.5180243970373994,1.1103563095104005,31,1,46,46513.169780491065,269
-86.21815453903537,2.278057746291672,2.5198747691599803,1.0535503443883607,38,1,64,48397.20216030929,278
-64.16184388670436,2.2741794293451054,2.5030329972189436,1.0147421611678884,47,1,57,50058.429895603,261
-58.48060374287315,2.2704529667713715,2.5046923795855864,0.9418719283896391,54,1,62,52080.702051317174,274
-48.430644937992696,2.272409013029637,2.4985420860775274,0.9148618191333184,62,0,33,53711.940408302406,264
-44.14635668844933,2.265501425549815,2.508205137580515,0.8951777716528434,70,0,31,55209.47639011493,270
-39.01536374315069,2.269396428595967,2.500548235938061,0.8775188050490692,72,0,18,57083.80936292893,267
-35.21869993379803,2.2620580855795005,2.481104415529124,0.8628403940705821,70,0,22,45204.682775764704,265
-34.9826195694869,2.2584118901551995,2.4800476821278257,0.8197882872460714,75,0,29,46370.45075724762,281
-30.870094505977246,2.2561504740176956,2.470916619036871,0.811032927636978,83,0,27,47418.764887543155,267
-31.12088167692641,2.260131224778935,2.4750776082366146,0.7499991383919418,84,0,45,48239.45534717744,283
-27.952144122635335,2.261922260646852,2.472581763120682,0.7609952297413054,86,0,60,49019.32085596296,270
-27.77318798318718,2.257996814551254,2.47985147397992,0.7070268631457394,91,0,44,49496.19348998969,280
-26.760691483940715,2.2619001097063474,2.488553832837457,0.6858678969188049,95,0,32,50066.239239502305,281
-24.895878160772828,2.2595413729266722,2.484733717626638,0.7018135436289121,98,0,40,50684.86266327535,274
-23.837869046416913,2.257480951160671,2.491940415061641,0.6818267204454828,101,0,24,51381.4975966912,275
-22.145559860574185,2.2597186752983673,2.5020850452912864,0.6882089613447427,102,0,31,52405.36479693006,268
-21.899981158475338,2.259703001319626,2.5077830090988695,0.6620875545045358,106,0,28,53497.25283438789,277
-20.24105431783943,2.257559791295885,2.502191235298648,0.6622556175877525,101,0,25,54774.92827662186,268
-19.715567263243006,2.259089710652498,2.498466771784591,0.6257708077919375,100,0,40,55703.8368051763,273
-18.080584361044394,2.252314238432021,2.4915654367081563,0.6341658278641026,98,0,51,57114.642902537766,262
-17.964935626116123,2.2558612803062417,2.4823902199961134,0.5918024927866574,98,0,33,44623.64097251842,270
-17.26917775528983,2.263259634977345,2.4883787834248574,0.5863346080952527,100,0,46,45273.8508656335,271
-16.499952604836363,2.261345835276944,2.5043004074751236,0.5757517933957776,100,0,36,46195.24827454038,267
-16.547039078996477,2.2652308867962634,2.5125593099148467,0.5452028197603175,98,0,33,46904.62911521678,278
-15.368936215639305,2.2653765494796767,2.513973318946926,0.5658137950504943,96,0,38,47601.44385661403,265
-16.023015318822402,2.26289688207363,2.507985941307968,0.5212976467919911,96,0,27,47721.73047856701,285
-14.961340920415472,2.2682505911458626,2.5009117590858834,0.5326340634843085,106,0,34,47580.174829904965,271
-14.957961483663967,2.263648270540363,2.4942634200367664,0.5203096123969614,104,0,44,47972.763156122244,279
-13.868355634226479,2.2525830177665953,2.4894504142558658,0.5205223252201321,106,0,31,48333.23745380345,265
-14.19691900282056,2.267501780426487,2.484668888223686,0.4921219828035377,108,0,38,48979.156797061034,280
-13.011754487100752,2.275501150706529,2.4835928519973787,0.5090163606297431,107,0,43,49359.14296395371,262
-13.170284571280572,2.2718393372880197,2.481643520029996,0.4801113870805664,100,0,34,49765.19929774382,274
-12.3482149948937,2.2695607195260252,2.491298281216659,0.48417561007444715,101,0,28,50470.95909170552,264
-11.905251779005402,2.2621946592943303,2.500849850686306,0.47972673713573616,99,0,30,51607.8999996261,262
-11.75969380623739,2.2633880684927186,2.5109192161246567,0.46138594977562947,101,0,27,52460.37756275729,266
-11.471776611757022,2.25510442023689,2.5156838969344992,0.45826154103929234,101,1,38,52834.7382347493,266
-11.195857848869908,2.258350242248198,2.508474487790467,0.4499318013814965,100,1,37,53330.60476112817,267
-10.870149334051764,2.256744482296235,2.4984057907144543,0.4385193592642058,98,1,31,54487.23331773324,266
-10.525596621033191,2.2580973172096113,2.4940702836914643,0.4330267980292915,96,1,40,54919.314786650255,262
-10.529403039183054,2.2584165182910585,2.502682436358552,0.41730114192897527,99,1,48,55405.583606648215,271
-9.971427216883969,2.262365591127679,2.504250753561808,0.4195492101813352,106,1,34,55794.970824431715,258
-10.48421961488116,2.260480016810993,2.5117220798577433,0.3863466571678837,103,1,36,55550.46149614847,282
-9.683505062523212,2.2680703749318254,2.5271908378065664,0.40927818071613586,101,1,29,55334.55077092139,260
-10.151055858459177,2.2706204908159378,2.5077822747030027,0.37178195001872666,104,1,21,55469.88713412716,281
-9.576439180281318,2.257939408029462,2.5090672468243658,0.3934137763694341,110,1,39,55448.85366690838,267
-9.599276943466228,2.2609394385205035,2.530928225545687,0.38052999249565916,108,1,34,55601.60196350592,274
-9.299763467207647,2.2668720518441483,2.528587969230055,0.385299822347202,106,1,35,55563.338343903604,268
-9.259687370409972,2.2595512909358835,2.515933594716004,0.367618698130657,108,1,34,55399.36141656384,272
-8.97767793292144,2.2579246779842306,2.532544811209179,0.36070951763975956,108,1,34,55007.74388209314,269
-8.762796308674467,2.261681586591045,2.5181833194249026,0.3652159605661341,108,0,49,54941.46583028754,264
-8.757564289965323,2.2574334772701743,2.52762265899965,0.3503436512761727,110,0,46,55011.18041888616,272
-8.263306304491097,2.257958786855487,2.5367461979115067,0.36217799226197034,110,0,36,55031.830072710145,257
-8.382360632928096,2.2550193760693964,2.532134347486518,0.34193423129337963,112,0,25,54727.77506619433,268
-8.128252324067489,2.253986465104458,2.534735839692732,0.34864725904214394,115,0,34,54557.06503556419,263
-8.141876594576331,2.25977297396433,2.5307443443307838,0.33027058929013364,114,0,28,54299.61801625716,268
-7.927584129566678,2.255104670474745,2.540925746236614,0.3389573411052125,113,0,51,54134.68043923918,265
-7.966540742168944,2.260385266232958,2.5278331026000203,0.3232591882633455,116,0,29,54476.74984977695,271
-7.71590636313856,2.256899756922106,2.522325281223082,0.32268859851318943,120,0,32,54250.73708565106,266
-7.562472657117856,2.2478143218558984,2.527562035294409,0.32210153210887427,120,0,41,53586.70513792606,262
-7.588757773744726,2.2499596844539456,2.526310002287986,0.3091560001402942,115,0,37,53504.90705923193,270
-7.494819429659986,2.2491041749154865,2.5143790269532067,0.3095132020237432,109,0,35,52993.57146148945,268
-7.487149763944192,2.244475828380922,2.520150520198762,0.301577293565918,114,0,27,51685.514926705124,271
-7.284644836588442,2.243018136563694,2.5169185079478122,0.3035453212099621,112,0,26,50452.56852792687,265
-7.414427929355325,2.2386736520105543,2.5215364259236632,0.2911916783749396,116,0,30,49211.09277996943,275
-7.231969887109562,2.237332601034688,2.5259813980330557,0.2999273960714065,121,1,38,47372.22476260413,268
-7.355350182069403,2.2363488231068143,2.5480423212492926,0.28200350237539795,124,1,23,46181.09679956987,278
-7.172949643265523,2.2372252391506766,2.5419050809003476,0.2878544909966495,128,1,34,44599.102051383685,273
-6.8868910471016305,2.2329081936640454,2.540502608069923,0.29254154151529166,131,1,36,43173.733339223814,261
-7.034196114286677,2.2396779835046803,2.5455526939484674,0.2790546965666527,131,1,39,41719.45778711156,272
-6.862057852724219,2.2373422782774486,2.554782729610221,0.2800078934265646,130,1,36,39923.446231436596,266
-6.9767976786117645,2.2483738650400626,2.5471982080924405,0.2695848336830459,128,1,31,38652.9996497792,276
-6.619897633697609,2.2534220655583455,2.554520974433646,0.2791671446972985,126,1,29,37019.01550357728,259
